"busco_id"	"Balaena_mysticetus"	"Balaenoptera_acutorostrata"	"Balaenoptera_borealis"	"Balaenoptera_brydei"	"Balaenoptera_omurai"	"Balaenoptera_physalus"	"Cephalorhynchus_hectori"	"Delphinapterus_leucas"	"Delphinus_capensis"	"Delphinus_delphis"	"Eschrichtius_robustus"	"Eubalaena_australis"	"Eubalaena_glacialis"	"Feresa_attenuata"	"Globicephala_macrorhynchus"	"Globicephala_melas"	"Grampus_griseus"	"Kogia_breviceps"	"Kogia_sima"	"Lagenorhynchus_acutus"	"Lagenorhynchus_albirostris"	"Lagenorhynchus_obliquidens"	"Lipotes_vexillifer"	"Megaptera_novaeangliae"	"Mesoplodon_bidens"	"Mesoplodon_densirostris"	"Monodon_monoceros"	"Neophocaena_asiaeorientalis"	"Neophocaena_phocaenoides"	"Orcinus_orca"	"Phocoena_phocoena"	"Phocoenoides_dalli"	"Physeter_catodon"	"Pseudorca_crassidens"	"Sousa_chinensis"	"Stenella_attenuata"	"Stenella_coeruleoalba"	"Steno_bredanensis"	"Tursiops_aduncus"	"Tursiops_truncatus"	"Ziphius_cavirostris"
"EOG090208XG"	NA	"XM_007166340.1"	NA	NA	NA	NA	NA	"XM_022595785.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130272.1"	"XM_007457829.1"	NA	NA	NA	"XM_029212774.1"	"XM_024748462.1"	NA	"XM_004266853.1"	NA	NA	"XM_007126635.3"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090208XH"	NA	"XM_007197572.2"	NA	NA	NA	NA	NA	"XM_022586884.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027127657.1"	"XM_007455367.1"	NA	NA	NA	"XM_029227578.1"	"XM_024739379.1"	NA	"XM_004273728.2"	NA	NA	"XM_007105399.3"	NA	NA	NA	NA	NA	NA	"XM_019930468.1"	NA
"EOG090208XI"	NA	"XM_007191996.1"	NA	NA	NA	NA	NA	"XM_022584265.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027086641.1"	"XM_007464263.1"	NA	NA	NA	"XM_029227974.1"	"XM_024754885.1"	NA	"XM_004282291.2"	NA	NA	"XM_007111280.2"	NA	NA	NA	NA	NA	NA	"XM_004326869.2"	NA
"EOG090208XK"	NA	"XM_007185803.1"	NA	NA	NA	NA	NA	"XM_022589425.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027080918.1"	"XM_007462350.1"	NA	NA	NA	"XM_029212992.1"	"XM_024760497.1"	NA	"XM_004275542.1"	NA	NA	"XM_024130360.1"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090208XL"	NA	"XM_007196336.1"	NA	NA	NA	NA	NA	"XM_022551199.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027088613.1"	"XM_007451059.1"	NA	NA	NA	"XM_029216652.1"	"XM_024763980.1"	NA	"XM_004276063.1"	NA	NA	"XM_007127171.2"	NA	NA	NA	NA	NA	NA	"XM_019943374.1"	NA
"EOG090208XM"	NA	"XM_007194611.2"	NA	NA	NA	NA	NA	"XM_022578632.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027104734.1"	"XM_007471755.1"	NA	NA	NA	"XM_029204009.1"	"XM_024762784.1"	NA	"XM_004269167.2"	NA	NA	"XM_007102420.2"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090208XN"	NA	"XM_007196477.1"	NA	NA	NA	NA	NA	"XM_022591912.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027114619.1"	"XM_007455686.1"	NA	NA	NA	"XM_029207521.1"	"XM_024748541.1"	NA	"XM_012537370.1"	NA	NA	"XM_024133113.2"	NA	NA	NA	NA	NA	NA	"XM_019948205.1"	NA
"EOG090208XX"	NA	"XM_007184482.2"	NA	NA	NA	NA	NA	"XM_022576518.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027120067.1"	"XM_007459750.1"	NA	NA	NA	"XM_029239624.1"	"XM_024737880.1"	NA	"XM_004262254.2"	NA	NA	"XM_007117126.3"	NA	NA	NA	NA	NA	NA	"XM_019920868.1"	NA
"EOG090208XZ"	NA	"XM_007174919.1"	NA	NA	NA	NA	NA	"XM_022555646.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027115372.1"	"XM_007471408.1"	NA	NA	NA	"XM_029209558.1"	"XM_024756958.1"	NA	"XM_004279179.1"	NA	NA	"XM_024118577.2"	NA	NA	NA	NA	NA	NA	"XM_019948202.1"	NA
"EOG090208Y4"	NA	"XM_007173175.1"	NA	NA	NA	NA	NA	"XM_022568636.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027112736.1"	"XM_007469579.1"	NA	NA	NA	"XM_029245320.1"	"XM_024756105.1"	NA	"XM_004265778.1"	NA	NA	"XM_028487212.1"	NA	NA	NA	NA	NA	NA	"XM_019940091.1"	NA
"EOG090208Y5"	NA	"XM_007193816.1"	NA	NA	NA	NA	NA	"XM_022582040.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027127428.1"	"XM_007458306.1"	NA	NA	NA	"XM_029243537.1"	"XM_024765889.1"	NA	"XM_004267521.1"	NA	NA	"XM_024122059.2"	NA	NA	NA	NA	NA	NA	"XM_019949881.1"	NA
"EOG090208Y6"	NA	"XM_007178039.2"	NA	NA	NA	NA	NA	"XM_022564116.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027097759.1"	"XM_007460261.1"	NA	NA	NA	"XM_029228175.1"	"XM_024762846.1"	NA	"XM_012538855.1"	NA	NA	"XM_007130455.3"	NA	NA	NA	NA	NA	NA	"XM_004316150.2"	NA
"EOG090208Y8"	NA	"XM_007164127.2"	NA	NA	NA	NA	NA	"XM_022574842.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102145.1"	"XM_007446044.1"	NA	NA	NA	"XM_029213755.1"	"XM_024732032.1"	NA	"XM_004264463.1"	NA	NA	"XM_007106901.3"	NA	NA	NA	NA	NA	NA	"XM_004323629.2"	NA
"EOG090208YC"	NA	"XM_028166300.1"	NA	NA	NA	NA	NA	"XM_022580741.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027099937.1"	"XM_007467945.1"	NA	NA	NA	"XM_029241125.1"	"XM_024746553.1"	NA	"XM_004283499.2"	NA	NA	"XM_024129547.2"	NA	NA	NA	NA	NA	NA	"XM_019932127.1"	NA
"EOG090208YE"	NA	"XM_007175039.2"	NA	NA	NA	NA	NA	"XM_022551953.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027109948.1"	"XM_007459244.1"	NA	NA	NA	"XM_029228913.1"	"XM_024749708.1"	NA	"XM_012534023.1"	NA	NA	"XM_007104587.3"	NA	NA	NA	NA	NA	NA	"XM_019918855.1"	NA
"EOG090208YF"	NA	"XM_007168784.1"	NA	NA	NA	NA	NA	"XM_022573219.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027098564.1"	"XM_007446170.1"	NA	NA	NA	"XM_029243977.1"	"XM_024738321.1"	NA	"XM_004283911.1"	NA	NA	"XM_007129894.3"	NA	NA	NA	NA	NA	NA	"XM_004318939.2"	NA
"EOG090208YK"	NA	"XM_007183685.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_007446132.1"	NA	NA	NA	"XM_029233060.1"	"XM_024750761.1"	NA	"XM_012533034.1"	NA	NA	"XM_007128296.2"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090208YO"	NA	"XM_007172168.2"	NA	NA	NA	NA	NA	"XM_022588840.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027097118.1"	"XM_007461371.1"	NA	NA	NA	"XM_029217855.1"	"XM_024752311.1"	NA	"XM_004282111.2"	NA	NA	"XM_028493262.1"	NA	NA	NA	NA	NA	NA	"XM_019924451.1"	NA
"EOG090208YW"	NA	"XM_028162205.1"	NA	NA	NA	NA	NA	"XM_022558586.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027084738.1"	"XM_007461060.1"	NA	NA	NA	"XM_029218348.1"	"XM_024767226.1"	NA	"XM_012535771.1"	NA	NA	"XM_007116934.3"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG090208Z3"	NA	"XM_007174068.1"	NA	NA	NA	NA	NA	"XM_022571156.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027122779.1"	"XM_007447614.1"	NA	NA	NA	"XM_029226468.1"	"XM_024765139.1"	NA	"XM_004286917.2"	NA	NA	"XM_028481355.1"	NA	NA	NA	NA	NA	NA	"XM_019921630.1"	NA
"EOG090208Z4"	NA	"XM_007171442.1"	NA	NA	NA	NA	NA	"XM_022566061.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027084410.1"	"XM_007464413.1"	NA	NA	NA	"XM_029218129.1"	"XM_024768051.1"	NA	"XM_004285245.1"	NA	NA	"XM_007116412.2"	NA	NA	NA	NA	NA	NA	"XM_019945227.1"	NA
"EOG090208ZA"	NA	"XM_007188888.2"	NA	NA	NA	NA	NA	"XM_022554026.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027132448.1"	"XM_007456065.1"	NA	NA	NA	"XM_029223191.1"	"XM_024741269.1"	NA	"XM_004265321.2"	NA	NA	"XM_007103917.3"	NA	NA	NA	NA	NA	NA	"XM_004327312.2"	NA
"EOG090208ZG"	NA	"XM_007195613.2"	NA	NA	NA	NA	NA	"XM_022558788.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027084747.1"	"XM_007461064.1"	NA	NA	NA	"XM_029218023.1"	"XM_024767535.1"	NA	"XM_004277528.1"	NA	NA	"XM_007117002.3"	NA	NA	NA	NA	NA	NA	"XM_019926149.1"	NA
"EOG090208ZQ"	NA	"XM_007174378.1"	NA	NA	NA	NA	NA	"XM_022591722.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027090023.1"	"XM_007462123.1"	NA	NA	NA	"XM_029207676.1"	"XM_024748739.1"	NA	"XM_004264235.2"	NA	NA	"XM_028487326.1"	NA	NA	NA	NA	NA	NA	"XM_004317314.2"	NA
"EOG090208ZR"	NA	"XM_007174414.1"	NA	NA	NA	NA	NA	"XM_022591776.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027089992.1"	"XM_007462158.1"	NA	NA	NA	"XM_029207551.1"	"XM_024749041.1"	NA	"XM_004264207.2"	NA	NA	"XM_007114441.3"	NA	NA	NA	NA	NA	NA	"XM_004330883.2"	NA
"EOG090208ZV"	NA	"XM_007180012.1"	NA	NA	NA	NA	NA	"XM_022585724.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027079467.1"	"XM_007464673.1"	NA	NA	NA	"XM_029206777.1"	"XM_024768448.1"	NA	"XM_004271321.2"	NA	NA	"XM_007114567.3"	NA	NA	NA	NA	NA	NA	"XM_019941035.1"	NA
"EOG090208ZW"	NA	"XM_007177259.2"	NA	NA	NA	NA	NA	"XM_022582479.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027102093.1"	"XM_007459331.1"	NA	NA	NA	"XM_029234182.1"	"XM_024757852.1"	NA	"XM_004265518.1"	NA	NA	"XM_028489834.1"	NA	NA	NA	NA	NA	NA	"XM_004313167.2"	NA
"EOG090208ZX"	NA	"XM_007191408.1"	NA	NA	NA	NA	NA	"XM_022574104.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027113407.1"	"XM_007450944.1"	NA	NA	NA	"XM_029232467.1"	"XM_024732258.1"	NA	"XM_004268208.2"	NA	NA	"XM_007124782.3"	NA	NA	NA	NA	NA	NA	"XM_004328297.2"	NA
"EOG090208ZY"	NA	"XM_007172456.2"	NA	NA	NA	NA	NA	"XM_022560056.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027086446.1"	"XM_007458088.1"	NA	NA	NA	"XM_029230282.1"	"XM_024763640.1"	NA	"XM_004269703.2"	NA	NA	"XM_007116366.3"	NA	NA	NA	NA	NA	NA	"XM_004329752.2"	NA
"EOG09020900"	NA	"XM_007174278.2"	NA	NA	NA	NA	NA	"XM_022591525.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027089940.1"	"XM_007462027.1"	NA	NA	NA	"XM_029209544.1"	"XM_024749290.1"	NA	"XM_004264330.2"	NA	NA	"XM_028484093.1"	NA	NA	NA	NA	NA	NA	"XM_004329734.2"	NA
"EOG09020904"	NA	"XM_007175134.1"	NA	NA	NA	NA	NA	"XM_022552111.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027109712.1"	"XM_007459156.1"	NA	NA	NA	"XM_029230177.1"	"XM_024766848.1"	NA	"XM_004266690.2"	NA	NA	"XM_028486835.1"	NA	NA	NA	NA	NA	NA	"XM_019938502.1"	NA
"EOG09020908"	NA	"XM_007189988.2"	NA	NA	NA	NA	NA	"XM_022597230.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027131732.1"	"XM_007465661.1"	NA	NA	NA	"XM_029231483.1"	"XM_024752930.1"	NA	"XM_004284381.2"	NA	NA	"XM_007113197.3"	NA	NA	NA	NA	NA	NA	"XM_019942533.1"	NA
"EOG0902090B"	NA	"XM_007195000.1"	NA	NA	NA	NA	NA	"XM_022559867.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027107060.1"	"XM_007448760.1"	NA	NA	NA	"XM_029205270.1"	"XM_024736502.1"	NA	"XM_012537449.1"	NA	NA	"XM_024122865.1"	NA	NA	NA	NA	NA	NA	"XM_019918483.1"	NA
"EOG0902090D"	NA	"XM_007181937.2"	NA	NA	NA	NA	NA	"XM_022599214.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027104469.1"	"XM_007469151.1"	NA	NA	NA	"XM_029213776.1"	"XM_024735371.1"	NA	"XM_004272069.1"	NA	NA	"XM_024120408.2"	NA	NA	NA	NA	NA	NA	"XM_019922809.1"	NA
"EOG0902090F"	NA	"XM_007181985.2"	NA	NA	NA	NA	NA	"XM_022594384.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027117983.1"	"XM_007453608.1"	NA	NA	NA	"XM_029221809.1"	"XM_024759523.1"	NA	"XM_004270359.1"	NA	NA	"XM_024123550.2"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG0902090K"	NA	"XM_007180484.2"	NA	NA	NA	NA	NA	"XM_022587580.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083745.1"	"XM_007462547.1"	NA	NA	NA	"XM_029236245.1"	"XM_024761298.1"	NA	"XM_004274060.2"	NA	NA	"XM_007127747.3"	NA	NA	NA	NA	NA	NA	"XM_019935206.1"	NA
"EOG0902090L"	NA	"XM_007170420.2"	NA	NA	NA	NA	NA	"XM_022587146.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027096630.1"	"XM_007455540.1"	NA	NA	NA	"XM_029236197.1"	"XM_024748985.1"	NA	"XM_004281290.2"	NA	NA	"XM_028495325.1"	NA	NA	NA	NA	NA	NA	"XM_004330155.2"	NA
"EOG0902090N"	NA	"XM_007167009.1"	NA	NA	NA	NA	NA	"XM_022561759.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027086563.1"	"XM_007470622.1"	NA	NA	NA	"XM_029214575.1"	"XM_024747984.1"	NA	"XM_004271929.2"	NA	NA	"XM_007102253.3"	NA	NA	NA	NA	NA	NA	"XM_019934414.1"	NA
"EOG0902090V"	NA	"XM_007174087.1"	NA	NA	NA	NA	NA	"XM_022586655.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027128178.1"	"XM_007466404.1"	NA	NA	NA	"XM_029244406.1"	"XM_024764150.1"	NA	"XM_004281036.2"	NA	NA	"XM_007119883.1"	NA	NA	NA	NA	NA	NA	"XM_019945228.1"	NA
"EOG09020914"	NA	"XM_007198290.2"	NA	NA	NA	NA	NA	"XM_022588562.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027126668.1"	"XM_007449973.1"	NA	NA	NA	"XM_029221590.1"	"XM_024744262.1"	NA	"XM_012532768.1"	NA	NA	"XM_007103120.3"	NA	NA	NA	NA	NA	NA	"XM_019922011.1"	NA
"EOG09020918"	NA	"XM_007195203.1"	NA	NA	NA	NA	NA	"XM_022569561.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027108847.1"	"XM_007467806.1"	NA	NA	NA	"XM_029215502.1"	"XM_024740230.1"	NA	"XM_004278828.1"	NA	NA	"XM_007119345.2"	NA	NA	NA	NA	NA	NA	"XM_019946340.1"	NA
"EOG0902091B"	NA	"XM_028162365.1"	NA	NA	NA	NA	NA	"XM_022551284.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027100117.1"	"XM_007460019.1"	NA	NA	NA	"XM_029228864.1"	"XM_024763781.1"	NA	"XM_004276002.2"	NA	NA	"XM_007119071.3"	NA	NA	NA	NA	NA	NA	"XM_004322019.2"	NA
"EOG0902091E"	NA	"XM_007193261.2"	NA	NA	NA	NA	NA	"XM_022592656.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027078558.1"	"XM_007446820.1"	NA	NA	NA	"XM_029219871.1"	"XM_024743195.1"	NA	"XM_004272736.1"	NA	NA	"XM_007105887.3"	NA	NA	NA	NA	NA	NA	"XM_019950675.1"	NA
"EOG0902091J"	NA	"XM_007169800.2"	NA	NA	NA	NA	NA	"XM_022564402.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027098248.1"	"XM_007463111.1"	NA	NA	NA	"XM_029218302.1"	"XM_024745620.1"	NA	"XM_012538640.1"	NA	NA	"XM_007117320.3"	NA	NA	NA	NA	NA	NA	"XM_004313659.2"	NA
"EOG0902091K"	NA	"XM_007172172.1"	NA	NA	NA	NA	NA	"XM_022588845.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027097071.1"	"XM_007461374.1"	NA	NA	NA	"XM_029217673.1"	"XM_024752372.1"	NA	"XM_004282109.1"	NA	NA	"XM_028493263.1"	NA	NA	NA	NA	NA	NA	"XM_019924847.1"	NA
"EOG0902091N"	NA	"XM_007175367.1"	NA	NA	NA	NA	NA	"XM_022556126.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027129209.1"	"XM_007470599.1"	NA	NA	NA	"XM_029231672.1"	"XM_024744009.1"	NA	"XM_004271628.1"	NA	NA	"XM_024129789.2"	NA	NA	NA	NA	NA	NA	"XM_019942165.1"	NA
"EOG0902091O"	NA	"XM_007175210.2"	NA	NA	NA	NA	NA	"XM_022593337.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027083065.1"	"XM_007450136.1"	NA	NA	NA	"XM_029227330.1"	"XM_024732405.1"	NA	"XM_004275207.1"	NA	NA	"XM_024133855.1"	NA	NA	NA	NA	NA	NA	"XM_019952297.1"	NA
"EOG0902091P"	NA	"XM_007186436.1"	NA	NA	NA	NA	NA	"XM_022588262.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027126361.1"	"XM_007452702.1"	NA	NA	NA	"XM_029222117.1"	"XM_024744384.1"	NA	"XM_004268708.2"	NA	NA	"XM_007107412.3"	NA	NA	NA	NA	NA	NA	NA	NA
"EOG0902091W"	NA	"XM_007170501.1"	NA	NA	NA	NA	NA	"XM_022552022.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027109499.1"	"XM_007459076.1"	NA	NA	NA	"XM_029230730.1"	"XM_024766912.1"	NA	"XM_004266599.2"	NA	NA	"XM_028487480.1"	NA	NA	NA	NA	NA	NA	"XM_004323697.2"	NA
"EOG0902091Y"	NA	"XM_007188886.1"	NA	NA	NA	NA	NA	"XM_022554024.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027132433.1"	"XM_007456063.1"	NA	NA	NA	"XM_029223211.1"	"XM_024741258.1"	NA	"XM_004265322.2"	NA	NA	"XM_007130103.3"	NA	NA	NA	NA	NA	NA	"XM_019932006.1"	NA
"EOG09020926"	NA	"XM_007169247.2"	NA	NA	NA	NA	NA	"XM_022557336.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027085425.1"	"XM_007460530.1"	NA	NA	NA	"XM_029218114.1"	"XM_024745957.1"	NA	"XM_004277225.2"	NA	NA	"XM_028500201.1"	NA	NA	NA	NA	NA	NA	"XM_019947142.1"	NA
"EOG0902092B"	NA	"XM_007172857.1"	NA	NA	NA	NA	NA	"XM_022563260.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027115552.1"	"XM_007459800.1"	NA	NA	NA	"XM_029208466.1"	"XM_024756982.1"	NA	"XM_004279260.2"	NA	NA	"XM_007102987.3"	NA	NA	NA	NA	NA	NA	"XM_019948121.1"	NA
"EOG0902092F"	NA	"XM_007181930.2"	NA	NA	NA	NA	NA	"XM_022600182.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027104697.1"	"XM_007458160.1"	NA	NA	NA	"XM_029215391.1"	"XM_024735389.1"	NA	"XM_004272061.1"	NA	NA	"XM_007104001.2"	NA	NA	NA	NA	NA	NA	"XM_019922155.1"	NA
"EOG0902092G"	NA	"XM_007173808.2"	NA	NA	NA	NA	NA	"XM_022571365.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027101710.1"	"XM_007458799.1"	NA	NA	NA	"XM_029215057.1"	"XM_024752892.1"	NA	"XM_004264491.2"	NA	NA	"XM_007124738.3"	NA	NA	NA	NA	NA	NA	"XM_019922470.1"	NA
"EOG0902092J"	NA	"XM_007169532.1"	NA	NA	NA	NA	NA	"XM_022584242.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027114468.1"	"XM_007449626.1"	NA	NA	NA	"XM_029228152.1"	"XM_024751294.1"	NA	"XM_004263073.2"	NA	NA	"XM_024119778.2"	NA	NA	NA	NA	NA	NA	"XM_019919248.1"	NA
"EOG0902092K"	NA	"XM_007177562.1"	NA	NA	NA	NA	NA	"XM_022558227.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027094697.1"	"XM_007465167.1"	NA	NA	NA	"XM_029213105.1"	"XM_024745691.1"	NA	"XM_004282731.2"	NA	NA	"XM_007112539.3"	NA	NA	NA	NA	NA	NA	"XM_019939340.1"	NA
"EOG0902092M"	NA	"XM_007192960.2"	NA	NA	NA	NA	NA	"XM_022570427.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027111437.1"	"XM_007471702.1"	NA	NA	NA	"XM_029236393.1"	"XM_024748358.1"	NA	"XM_004262107.2"	NA	NA	"XM_024118373.2"	NA	NA	NA	NA	NA	NA	"XM_019923089.1"	NA
"EOG0902092V"	NA	"XM_007183964.2"	NA	NA	NA	NA	NA	"XM_022551023.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027124541.1"	"XM_007448201.1"	NA	NA	NA	"XM_029220115.1"	"XM_024741519.1"	NA	"XM_004281408.2"	NA	NA	"XM_024120762.2"	NA	NA	NA	NA	NA	NA	"XM_019950203.1"	NA
"EOG0902092Y"	NA	"XM_007170705.1"	NA	NA	NA	NA	NA	"XM_022550901.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027124346.1"	"XM_007461184.1"	NA	NA	NA	"XM_029231051.1"	"XM_024768024.1"	NA	"XM_012538197.1"	NA	NA	"XM_007128651.1"	NA	NA	NA	NA	NA	NA	"XM_019950200.1"	NA
"EOG09020930"	NA	"XM_007197588.1"	NA	NA	NA	NA	NA	"XM_022586864.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027127636.1"	"XM_007448618.1"	NA	NA	NA	"XM_029233059.1"	"XM_024757926.1"	NA	"XM_004273742.2"	NA	NA	"XM_007116003.3"	NA	NA	NA	NA	NA	NA	"XM_019930483.1"	NA
"EOG09020933"	NA	"XM_007191352.2"	NA	NA	NA	NA	NA	"XM_022574195.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027113530.1"	"XM_007470854.1"	NA	NA	NA	"XM_029231772.1"	"XM_024764446.1"	NA	"XM_004268156.2"	NA	NA	"XM_007122512.3"	NA	NA	NA	NA	NA	NA	"XM_004325239.2"	NA
"EOG09020935"	NA	"XM_007167737.1"	NA	NA	NA	NA	NA	"XM_022590787.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027130013.1"	"XM_007454559.1"	NA	NA	NA	"XM_029201267.1"	"XM_024765576.1"	NA	"XM_012534936.1"	NA	NA	"XM_024132109.2"	NA	NA	NA	NA	NA	NA	"XM_019936148.1"	NA
"EOG09020939"	NA	"XM_007167611.1"	NA	NA	NA	NA	NA	"XM_022555111.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027092158.1"	"XM_007459473.1"	NA	NA	NA	"XM_029237230.1"	"XM_024747396.1"	NA	"XM_004264887.2"	NA	NA	"XM_028478392.1"	NA	NA	NA	NA	NA	NA	"XM_004320836.2"	NA
"EOG0902093G"	NA	"XM_007189443.1"	NA	NA	NA	NA	NA	"XM_022599654.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027117240.1"	"XM_007466721.1"	NA	NA	NA	"XM_029235521.1"	"XM_024757474.1"	NA	"XM_004263644.1"	NA	NA	"XM_007118200.3"	NA	NA	NA	NA	NA	NA	"XM_004321016.2"	NA
"EOG0902093K"	NA	"XM_007197027.1"	NA	NA	NA	NA	NA	"XM_022600239.1"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"XM_027105469.1"	"XM_007456010.1"	NA	NA	NA	"XM_029203680.1"	"XM_024734439.1"	NA	"XM_004271456.2"	NA	NA	"XM_024126205.1"	NA	NA	NA	NA	NA	NA	"XM_019949016.1"	NA
